,Unnamed: 0,Company Name,Phone Num,Address,# Active Listings,About
580,507,Century22,2.01225E+11,"VILLA 57, STREET 90, new cairo",246.0,"Century 22 Real Estate Consulting believes that exceptional service is best achieved through personal relationships. That is why we strive to get to know each and every one of our clients, to ensure that all needs are being met, we make every effort to guarantee happy customers. We can help you Whether you are looking for buying, selling or renting residential or commercial units in Egypt. At Century 22  Real Estate Consulting, You are the most important client."
581,508,AdviserRealEstate,2.01024E+11,"villa 31, NEw cairo , near Soudy Market ,",1663.0,
585,512,MOVEEGYPT,2.01149E+11,6TH OF OCTOBER ,124.0,
590,517,MBRealEstate,2.01115E+11,"villa 77 , Narges 2 , Moniera Thabet Street, New Cairo",509.0,
591,518,RodeoRealEstate,2.0102E+11,"18 soliman azmy , el nozha , cairo",46.0,
592,519,7GRealEstateAdvisors,2.01067E+11,"Trivium Mall, office 140",60.0,
594,521,AxisGroup,2.01006E+11,60 El Nargis 3 - New Cairo,88.0,
595,522,GoGreenEgyptRealEstate,20219241,31 omar bakir st. Heliopolis,495.0,"Go Green Egypt was established as “ S.A.E” company with 100% Egyptian investment, The company’s activity in Property Management and Real Estate Marketing for whole Real Estate Projects inside and outside Egypt.We follow the developer step by step from the moment of decision to develop the project, going through Project and objective analysis through bothmarket and executive planning and finally supervising its construction.We also specialize in competitive Marketing and Sales with effective efficiency using the most advanced tools and strategies."
596,523,SnapHomeRealEstate,2.01119E+11,"Arkan Plaza, Building 4, 4th Floor, Regus, Sheikh Zayed",424.0,
600,527,BetterView,2.0112E+11,New Cairo,46.0,
601,528,PropertyNetwork,2.01001E+11,"10, Neighboring 10/10004, Apt. 1 Moustafa Kamel Axis, First Settlement, New Cairo, Cairo",152.0,"Property Network is a real estate services company specializing in residential, administrative and commercial real estate, investment opportunities, real estate appraisals, mortgage and all other real estate related activities.Whether you are looking to buy, rent or sell, you can be confident that Property Network can meet your needs through its comprehensive understanding of the real estate market in Egypt in addition to its  wide range database. Property Network is able to provide real estate services in other parts of the world through its network in the Middle East, Europe and the Americas."
603,530,4CRealEstate,2.01E+11,١٤٦، النرجس ١ فيلات، التسعين الجنوبي، امام ليك فيو ، الدور الثاني,503.0,
604,531,BMP,2.01062E+11,سما مول، الحي الثاني، المنطقة الاولي ، التجمع الخامس، الدور ٣,133.0,
606,533,FirstMove,2.0102E+11,بجوار ابن حميدو -مدينة نصر  ٢ عماير ميلسا شقه ٩٤ الدور التاسع,49.0,
607,534,InsiderRealEstateConsultancy,2.01003E+11,"90 ST. Downtown Mall, Building S2 (A), 6th Floor , 5th SettlementCairo, Egypt",1379.0,"With our unique contemporary style and total passion for connecting people with property , we aspire to provide the ultimate real estate experience for today’s modern consumer. We are not confined by traditional real estate boundaries when it comes to buying, selling, renting or asset management, instead we are always finding new and innovative ways to satisfy our clients’ needs and be at the forefront of the Egyptian property market."
613,540,SignatureRealEstateConsultancy,2.01001E+11,"140 Elyasmin 8,northern 90th,New Cairo",299.0,
614,541,ParadiseRealEstate,2.0116E+11,"13, Elbasan st, Mohandseen, Cairo ",74.0,
618,545,GoldenTowers,2.01051E+11,6 اكتوبر   الحي الرابع   المجاوره الاولي ,,
620,عماره 57  الدور الثاني مكتب 5,34,رسالتنا,,,
634,555,RE/MAXEverest,20233055227,"3 al Israa St.off Lebanon street , Giza , Egypt ",272.0,"RE/MAX Everest is an official franchise of RE/MAX;  the world's # 1 real estate company. We are specialized in real estate brokerage, with our professional property consultants we provide the best service to our clients.Everest has been in the Egyptian market since 2009."
635,556,OurCommunityRealEstate,2.01113E+11,Nasr City,37.0,
639,560,HomesEgypt,2.01289E+11,2 Taha Hussien,83.0,"Homes Egypt for real estate has a wide selection of apartments, villas, offices rent / buy in special service for expats in cairo, Giza and six of October City."
640,561,BluRealEstateMarketing,2.01E+11,"145 Omar Ebn El Khattab, Helioplos",209.0,"Blu Real Estate, was founded by Ahmed Mohsen in 2011, after he spent ten successful years in the real estate brokerage business with a large firm in Egypt. Blu had the vision to expand beyond facilitating traditional sale and lease transactions and provide a complete range of sales, leasing, consulting, development, and management services. With a large portfolio of property listings and clients throughout Egypt Real Estate Services is prepared to fulfill all commercial & residential real estate requirements. Whether you are looking to buy a new home or sell your current one, our professional team at Blu Real Estate Residential can find you the perfect fit.Our Vision StatementWe intend to provide our customers with the best variety of real estate property experience from beginning to end. Our friendly sales agents will give you full service comfort and assist you to find the perfect investment opportunity or your dream home.Our Mission: To provide our clients with the promising advice that highly matches their needs & desired goals."
643,564,DarInvestment,2.01229E+11,TH16 - Mirage Mall - Frist settlement,47.0,
650,571,AhmedHassanForRealEstate,2.01092E+11,٢٤٠ ل حدائق الاهرام الجيزة,15.0,
653,574,NumberOneRealEstate,2.01E+11,"Villa 92, El Narjes, South Teseen, New Cairo, Egypt",103.0,"Number One Real Estate is a real estate company that specializes in the field of real estate marketing, tourism marketing, finishes, and general contracting.We are developing and marketing real estate units with various categories.Offers the best available units at the best prices.Offers the best prices for finishes and general contracting.Subscribe with us to receive the newest offers so that you will be the first to benefit without any trouble in searching. If you want to get an explanation or anything that is related to real estate, send us an inquiry and our team provides you with a visual or objective explanation.Please share it with your friends so that it prevails the benefit and do not forget to subscribe to my YouTube channel.We thank you for following us, and we always hope that we will meet your expectations and that we can offer you the maximum benefit from the information we obtain."
658,579,remaxempire,2.01111E+11,الاسكندرية سموحة امام نادي الجياد ابراج الصفوة برج ٣ الدور ٤,42.0,
659,580,CropleadsForRealEstate&investment,2.01117E+11,٤ شارع الماظة الدور الأرضي شقة ١,167.0,
664,585,QurtoubaRealEstate,2.01003E+11,"23 ,El Orouba st , Heliopolis,Cairo",113.0,
669,589,GRProperties,2.012E+11,Americana Plaza - Elshikhe Zayed - Giza ,53.0,
673,593,GreenHomesEgypt,2.01021E+11,"Villa 122, ElNarges, New Cairo, Egypt",65.0,"Green Homes Egypt company was established in 2014 with the ambitious of adding value to the Real Estate consultancy market and progressed through the years to be one of the pioneers in marketing and selling our developers projects.we provide the most professional Real Estate Consultancy Services.We are a leading provider of real estate services including residential home sales, villas and chalets, we seeking to gain our customers trust and build a great relation with the customers, instead we are always finding new and innovative ways to satisfy our client’s needs and be at the forefront of the Egyptian property market.Green Homes Egypt real estate helping the customer step by step to find villas, apartment, shops or administrative offices in New Cairo, Sheikh Zayed, Ain Sokhna, North Coast, New Capital and Future City.We present Full Real Estate service that offer our clients property management services.Our main concern is on managing and marketing the Real Estate projects In Cairo and the cities around it"
678,598,ROIForRealEstate,2.01005E+11,Hurghada,86.0,"ABOUT US: ROI is an Egyptian real estate brokerage company Located in Hurghada ,With Our expertise and our team of experienced, skilled and well-motivated professionals we are dedicated to providing a distinctive real estate experience to our clients, not just in sales and leasing, but to include full property management, investment, maintenance, interior design, consultancy and constructions services.We only work with the major developers and industry professionals in the business to deliver professionalism and excellence ."
681,601,NewChapterRealEstate,2.0114E+11,mokattam street 9 ,33.0,
682,602,DueDiligenceRealEstate,2.0111E+11,١٧٦ محور ٧٧ التجمع الخامس ,52.0,Due Diligence
692,612,AqarMisr,2.01102E+11,Madinity - Bank District- office 222 ,42.0,
699,618,T4P,2.01032E+11,"12, 233 st , maadi  1st floor ",672.0,"Target for property is a property consulting and Real Estate investment advisory company based in Egypt. We help buyers find the right property to invest in based on their specific needs which could be for RoI or a second home in Egypt or for luxury, etc.Our vision at Target for Property was to create a boutique real estate agency that would go the extra mile to help people from all walks of life find their dream home.Target for Property was established in April 2015 to forge a new path in real estate across Egypt the Egypt property market offers some of the finest apartments, villas and homes in the world, but was lacking in professional real estate services. Whilst catering to the needs of buyers and renters from around the world, precious little time was devoted to truly understanding the needs of those looking to climb the property ladder in Egypt.Target for Property is committed to providing a consistent level of service and assistance at every step of the real estate process, whether you are looking to buy an apartment, sell your home or rent a villa in Egypt. Our dedicated and professional team have been exclusively selected to offer the most experienced solutions and expert knowledge to clients, both those based locally and those from abroad."
713,631,ShaghafRealEstateConsultancy,2.01202E+11,عماره ٢٩ التسعين الشمالى اللوتس شقه ٢٠١ الدور الثاني ,38.0,
719,636,TheFirm,2.0101E+11,"Villa 155 ganoub academia, area A,1st settlement, new Cairo",50.0,
720,637,SeasonSR,2.01111E+11,التجمع الخامس الحي الرابع ,347.0,
723,640,PointMarkForRealEstate,2.01016E+11,"Villa 159, Zone Z, 1st Compound, Ganoob El Acadimia, New Cairo",417.0,
724,641,Prime,2.01006E+11,57اللوتس التجمع الخامس ,45.0,
725,642,AlMazRealEstate,2.01016E+11,فيلا ٢٨٥، كومباوند النخيل، التجمع الاول، القاهرة الجديدة,429.0,
727,644,IpropertiesRealEstateConsultant,2.01001E+11,"Villa 193 Jasmine 2,1st Settlement , New CairoCairo, Egypt",75.0,
749,666,FullHouse,20112303967,Baverly Hills ,134.0,
750,667,GlobalBuildingRealEstateMarketing&Development,2.0128E+11,"5th Settlement , New Cairo  ",148.0,"​Global Building is a privately held brokerage & marketing firm in Cairo. We are planning to expand into 2 additional branches next year. We work with clients from leading industries across the country with a strong focus on both resale & 1st hand properties! We are looking to create our next generation of branch managers from within. Global building Real Estate Brokerage & Development Company, We always seeking ways to learn and broaden our skill set and provides total support to our exceptional Global Building Team. Although our focus is the New Cairo area, we have been involved in transactions in October city, Nasr city, Heliopolis, and coastal properties such as Ain Sokhna & North coast (Sahel).We work with sellers, buyers, tenants, leaseholders and investors alike to find real estate solutions catered to our clients' needs.StrategyGlobal Building strategy includes a focus on developing core activities in real estate, construction & infrastructure, industries and tourism & leisure. The Group has taken the necessary steps to cope with the global economic situation, international capital markets and the repercussions for the activities of the company in every place that it is engaged in business. This strategy includes focusing on the development and completion of a number of major projects in New Cairo, Shorouk City & Nasr City, realizing assets at good prices and worthy yields and operating the Group’s credit and financing activities and professional risk management in Egypt.​​The Group’s business policy rests on investment planning, locating business opportunities, quality risk management and supervision and control of all activities in the Egyptian Real Estate Market and has a scoop on the marketing & brokerage division as well. The company has realized the Group’s economic power and this is expressed, among other things, by creating synergy within the Group which enhance the brokerage division business making partnerships between the Group of a well-known Developers regionally & domestically; creation of sustainable net income; and leveraging the Group’s management capabilities and capital to obtain future growth"
751,668,UnitsRealEstate,19664,١٦ ش النزهة الحي الاول المجاورة ٢ الدور الاول الشيخ الزايد المدخل الاول,101.0,Units is a real estate marketplace that shows the best the Egypt's real estate has to offer. Units works with the leading real estate companies in Egypt.
752,669,ProperHomesPropertyManagement,2.01023E+11,"16 El Nozha, Heliopolis",41.0,"Proper Homes Is a Well Trusted Real Estate Brokerage Company, Located in Cairo,EgyptBuying a home is one of the biggest investments anyone will make in their lifetime and thus one of the most stressful ones as well. Aside from the high cost of the investment, the fact that a new house is the place you’ll spend the next 10 or more years calling home means you should search for the most value your money can buy.Our mission in PROPER HOMES is to help you reach your Perfect Property with Avery High value of Investments so you can reach the most value your money can buy."
753,670,عمارللتطويرالعقاري,2.01033E+11, محل بالدور الثاني مول سكايز بلازا 3 القطاع الرابع 40,143.0,
754,671,PlatinumRealEstate,2.01227E+11,"Villa 224 B, North 90 Street , New Cairo , Egypt",405.0,"Platinum  is a full service real estate company. Our team goal is to help you find your dream house. Our sales deal with inspectors, developers and other agents results in a smooth sales transaction for you. CAPITAL services are Residential & Commercial project management, Brokerage & Transaction management, Project Management Consultancy & Investment Consultancy."
759,676,HeartOfTheCapitalforResale,2.01119E+11,sheraton block 1177,286.0,
762,679,EurekaRealEstate,2.01E+11,8 ibn sina - el ourba street,,
764,,153,"Our goal in Eureka Real Estate is to assist each client we deal with to find his bestsuitable choice in the world of real estates. With our long experiences in the fieldand deep understanding of the Egyptian market, we have all what it takes toprovide our clients with the finest options that meet their specific needs andrequirements, either in purchasing a new residential or commercial unit, or in theresales of various units.Since our establishment in 2015, Eureka managed to become one of the emergingcorporations in Egypt that offers top-notch real estate brokerage, marketing,consultations, and valuation services. We managed to create an impressiveportfolio of clients, both in residential and commercial units, which have receivedexcellent services according to the highest clients’ satisfaction standards.",,,
766,681,Conline,2.01067E+11,فيلا ١٠١ - الياسمين ٨ - التجمع الاول,49.0,
768,683,URE-UltimateRealEstate,2.01111E+11,"New Cairo, El Narges 5,office # 1,EL Sheikh Zayed city, Beverly Hills,2'nd floor, office # 30",1024.0,
777,692,RE/MAXRoyal,2.01001E+11,"30 Moustafa hamam st , from Abaas El Akkad st , Nasr City, Cairo",49.0,"RE/MAX ROYAL is a full service real estate consultancy and marketing firm with licensed associates. We offer a full array of services and have access to any property that you might need whether it is residential, land, commercial or rentals."
782,696,MyamyLifeRealEstate,2.01124E+11,١٢٢ ج البوابة الاولي اعلي معمل البرج الدور الثالث,25.0,
784,698,ChancesRealEstate,2.01017E+11,10000أشجار دارنا دائري المعادي ,213.0,
795,708,GoHomes,2.01002E+11,١٠ جي ٣ كمبوند أشجار - زهراء المعادي,45.0,
808,721,الهدايةللعقارات,2.01277E+11,الحي التاسع,,
810,القاهرة,12,,,,
818,725,FotonRealEstate,2.01011E+11,6th of October ,32.0,
825,732,A.MCONSULTANT,2.01151E+11,ميدان سفير . مصر الجديدة . القاهرة,19.0,مكتب هندسي وعقاري
860,752,ELBateelforRealEstate,2.01111E+11,3 عبد الرحمن الرافعي  الدور السادس المهندسين,19.0,
861,753,ROYALHOME.,01000409200 01208002001,المنصورة تقاطع ش الترعة مع جيهان امام الدفاع المدنى,,
862,,215,,,,
875,764,firstcompanyforrealestate,2.01061E+11,مجمع البنوك مكتب رقم ٢٢٠,61.0,
894,766,SpeedConsultancy,2.01101E+11, الشروق,33.0,
903,773,الياسينالعقارية,2.01101E+11,القاهرة,,
908,775,SAMARealEstateInvestment,2.01064E+11,عماره 132 تقسيم المطار الغردقه ,64.0,
910,777,شركةمباشرالعقارية,2.01026E+11,مدينه نصر مكرم عبيد ٤ عمارات شباب المهندسين,28.0,
914,781,EMERALDREALESTATE,2.01098E+11,٢٢٤ج ش محمود سعيد الكوثر امام مستشفي المصري الغردقه,18.0,
915,782,ابوطالبجروبللاستثماروالتسويقالعقاري,2.01111E+11,حدائق الاهرام البوابه الرابعه ,30.0,
917,784,AdwarForRealEstate,2.01212E+11,1/ 7  الحى الثالث كورنيش الهضبة الوسطى,24.0,
919,786,GoodVibeHomes,2.01271E+11,New Cairo City,98.0,
921,788,Consultant,2.01096E+11,١١ا عمارات العبور مصر الجديدة القاهرة,24.0,
922,789,NewlandGroup,2.01006E+11,"الحى الثالث المجاوره الثالث امام مركز عناية التخصصى 61, الشيخ زايد ",33.0,
934,801,RealpalsRealEstate,2.0112E+11,"Maadi memaar el morshedy building 120, 4th floor",40.0,
937,804,BusinessBay,2.01146E+11,٨ شارع إسماعيل القبانى - عمارة سعودى - مدينة نصر,70.0,
939,806,عبدالدايمتسويقعقارات,2.01096E+11,٧ شارع الاسراء ,21.0,
942,809,OnestopRealestate,2.01011E+11,"New Cairo - 68 Th. 20th Street, 5th District.",57.0,
953,820,LoyaltyRealEstate,2.01064E+11,ggg,264.0,
959,826,الأهرامللتنميةالعقاريةوإدارةالمشروعات,2.01283E+11,١١٤ شارع الملك فيصل الرئيسى محطه الكوم الأخضر قبل تقاطع فيصل مع المريوطية أمام ماكدونالدز,9.0,
967,1st Floor apartment number 14 ,279,,,,
971,837,ArabCityGroup,2.01017E+11,24 mohamed radwan street - floor 7 - el hay 10 - nasr city ,75.0,
979,845,DreamHomesRealEstate,2.01119E+11,مكتب 4المبنى الاداري - الرحاب - القاهرة,286.0,
982,848,NEWWAYINVESTMENTS,2.01009E+11,فيلا ٤٦٧ الشويفات الشماليه التسعين الجنوبي ,224.0,
984,850,رابحللتسويقالعقاري,2.01009E+11,"289El Banafseg Buildings, The 5th Settlement",46.0,"El Rabeh Real Estate, you are number one. Whether you are a property owner, tenant, or buyer, we value your business and will provide you with the individual attention and service you deserve. We believe in a strict Code of Ethics. We believe in integrity, commitment to excellence, a professional attitude, and personalized care"
992,858,AlarabiaforRealEstateInvestments,2.01281E+11,١٦ ابو العتاهية امتداد عباس العقاد بجوار مصر للطيران امام الحديقة الدولية,50.0,
994,860,SoulForRealEstate,2.01111E+11,فيلا ٢١ شارع اخناتون - الحي الخامس - التجمع الخامس,48.0,
1003,869,شقتيللتسويقالعقاريوادارةالمشروعات,2.01063E+11,"18 Mahmoud Eldeeb Intersection with Adly yakn Gleem Alexandria, Alexandria Governorate, Egypt 21615",120.0,
1011,876,نيبتونللاستثمارالعقاري,2.01E+11,"La City, Central  Spine, 6th Of October",28.0,
1013,878,GlobalForRealEstate,2.01124E+11,التجمع الخامس,88.0,
1020,885,EgyPropertyRealEstate,2.01066E+11,١٢٢ حى ٣ على ٤ عمارات خلف المعهد العالى التجمع الخامس ,200.0,
1023,888,MadinatyHeights,2.01151E+11,مدينتي   مجمع  البنوك  مكتب  ٢٠٣,,
1024,الدور  التاني  فوق البنك العربي  الافريقي,148,,,,
1026,890,TheCapital,2.01126E+11,"27 Lebanon square , mohandseen",21.0,"THE CAPITAL – REAL ESTATE CONSULTINGCAPITALEGY.COM+201278889718FOUNDED IN 2017EGYPTEXECUTIVE SUMMARYThe Capital – Real Estate Consulting is one of the most professional real estate companies in Egypt Founded in 2017. Providing high-quality Services Buying | Selling |Renting properties Residential, Vacation Homes, and Commercial in 6 October City |New Cairo |New Capital | North Coast | Red Sea.  So, we are here to listen, we are Your Consultant.MISSIONHelping people to make right decisions when Buying | Selling | Renting properties.VISIONWe aspire to be the primary real estate consulting company, providing full real estate services to deliver high end satisfaction to our clients.SERVICESWe helping people to make right decisions when Buying | Selling | Renting properties by providing high-quality Services.-FINDING A NEW HOME oRESIDENTIAL HOMESWe provide you with more than 250 Real Estate projects throughout 6 October City |New Cairo |New Capital | North Coast | Red Sea By the most trusted Developers in Egypt oVACATION HOMESNew Homes Vacation has a variety of luxurious sea view projects in Egypt. Whether you need a vacation home for your family in North Coast | Red Sea, we provide you with Property Consultant to guarantee you the right choice.-COMMERCIAL PROPERTIESWe understand today’s corporate business climate and drive value to your business by providing the market latest commercial Properties, information and trends that are essential to you in developing strategies and making informed decisions.-RESALEWe have a re-sale inventory in best projects across Egypt’s. We help you sell your property or buy a property in your preferred community. Whether you need an immediate delivery, or an investment opportunity, our professional consultants, will guarantee a best buying process.-RENTINGLooking for a wonderful Home | Holiday | Office |Commercial properties in 6 October City |New Cairo |New Capital | North Coast | Red Sea for rent? Our consultants are here to help you out getting the property that suits you, for the right price."
1032,895,Shield-DR3,2.01286E+11,"1 Abdallah Teraz , Golf st , Heliopolis - Masr El Gedida",145.0,
1042,903,ZoneProperties,2.01115E+11,"Madinaty, Banks Area - Office 216 - Above Bank Audi",216.0,
1044,905,LandMarkPropertyFinder,2.01117E+11,مدينه الشروق منطقه ٩ مجاوره ٤ عماره ١٧,50.0,
1062,921,AqarTrend,2.01009E+11,عمارة ٢٤٦  ش ٣٥ الحي الخامس - المنطقة الرابعة - التجمع الخامس,60.0,
1070,929,WestField,2.0112E+11,"13 Abdallah draz St, Ard elGolf ,Heliopolis",124.0,
1079,938,بيتيللمقاولات,2.01012E+11,14 Makram Ebeid St. - Nasr City - Cairo,44.0,"شركة بيتى هي احدى شركات الاستثمار العقاري المصرية حيث تتمايز خدماتها العقارية فى نقاط أهمها :احتياجات العميل من التصميم من حيث شكل التصميم المعماري ومساحة العقار وغيرها من الأشياء التي تتوافق مع متطلبات السوق. احتياجات المكان حيث ان المكان الجغرافى يفرض علينا نوعية العقارات التي سوف ننشأها. الموازنة بين ثلاث اشياء هامة وهى احيتاجات السوق واحيتاجات العميل والإمكانيات المتاحة لإنشاء العقارات المرغوب انشائها.تقوم الشركة بتنفيذ و تسويق مشروعاتها فى مدينة الشروق ومدينة هليوبوليس الجديدة والقاهرة الجديدة , و لدي الشركة سابقة أعمال كثيرة من ( الفيلات والعمارات ) وتـقدم الـشركة لعملائها هـذه الاعمال كسيرة ذاتية دليل علي مستوي تنفيذ الشركة لمشروعاتها ومدي التزامها بمواعيد التسليم , كما تراعى الشركة التنوع في تصميماتها لكي ترضـي جميع أذواق العملاء وندعوا الله ان ننال رضا كل عميل يريد التميز والرقي .و تقدم الشركة لعملائها أنظمة سداد مختلفة تناسب جميع مستويات الدخل , بالإضافة إلى تصميمات مميزة ومتنوعة تتناسب مع أراء النخبة من العملاء بالإستعانة بفريق عمل علي أعلي مستوي لتلبية الإحتياجات والتطلعات لمنزل المستقبل."
1083,942,RemaalProperties,2.01025E+11,"Red Sea, Gouna, New Marina",76.0,"Remaal Properties is a division of Mehanna Real Estate, an 18-year-old company with virtually the best track record in the Red Sea governorate and registered in the Egyptian Ministry of Investment, specializing in selling and managing a wide variety of exclusive beach front projects primarily along Egypt’s Red Sea. We help people buy, sell and manage their houses in El Gouna, Hurghada and Sahl Hasheesh. When you are buying, or selling property in today’s real estate market, it is important to have trust in your real estate agent. From our offices in El Gouna, Hurghada & Sahl Hasheesh, our experienced team of professionals can offer help and advice on purchasing/selling/renting your property here and abroad.Remaal Properties specializes in selling and renting affordable beach front real estate in Egypt to both the primary and secondary market. Through our reputable partnerships with carefully selected real estate agencies around the world, we offer comprehensive properties for sale and professional property management as well as provide legal services to overseas and local buyers whom are seeking to buy permanent or holiday beach front homes as well as people who are interested in lucrative investment opportunities.We only deal with skillful and reliable developers."
1104,946,RemaxTheAddress,2.01016E+11,48 Abdel Moniem Hafez St. Heliopolis,561.0,"The Address For Real Estate offers a wide range of real estate specialized services for developers, buyers and sellers.The Address For Real Estate provides their customers with a prime variety of developments within a wide range of distinguished real estate entities. Our concept is based upon bringing together buyers and the most reputable developers under one roof to serve as a permanent exhibition linking the projects in Egypt to buyers locally and globally, assisting and advising customers to the right choice and maintain a lifetime relationship with our customers. The Address For Real Estate holds projects in Cairo, Giza, Red Sea and North Coast, in collaboration with the most reputable developers in Egypt.Pre launching activitiesThe Address For Real Estate is taking some credible steps towards developing its own buildings in various locations and districts, providing competitive prices and luxurious designs."
1108,949,MNHD,2.01092E+11,النزهة - عقار رقم ٢ -عمرات صقر قريش مساكن شيراتون - دور ارضي - شقة رقم ٣,143.0,
1114,954,LocationforRealEstate,2.01016E+11,1 B El Nozha St. Nasr City Cairo Egypt.,157.0,"Our Vision :Location Real Estate Investment & Marketing is an Egyptian company established in 2015 with the aim of providing real estate services in various areas including residential and commercial projects.In 2017 we achieved about 400.000.000 LE sales volume in primary projects only without resale and commercial sales. In 2018 we aim to achieve 1 billion LE in all real estate services in the Egyptian market.Our vision in the next five years to become one of the best brokerage companies in the Egyptian market and Arab world.Our Mission :We have brought together a group of trusted real estate developers to present the most outstanding projects that these developers have under one roof. We deal with each other as one family. We are united with our customers such as that our attitudes and aspirations can be of mutual benefit to both parties involved.We treat all our customers fairly and without discrimination in order to gain their trust and thus we shall always be their first choice for investments in the future ( We build trust ).Our Team :We have provided a number of professional real estate consultants to help clients make the right purchasing decision, all with the same price without taking any commission from the buyer and without any administrative expenses. Sales Team force now : 10 and we are expanding"
1139,963,MRForRealestate,2.0112E+11,"1, 9, Hay Masr El Kadima, مجاورة 8 مدينة الفسطاط الجديدة _ مصر القديمة, Cairo, Egypt",36.0,
1150,973,شركهمسك,2.01027E+11,الحي ١١ ابراج سيتي ستار ٦أكتوبر,329.0,
1163,985,ConceptRealEstate,2.01063E+11,"Villa 7, Southern 90 St, District No. 1, 5th Settlement, New Cairo",127.0,"Concept is a real estate brokerage company founded in December 2014, since then we have differentiated ourselves in the resale market in New Cairo.We provide our client’s with a wide range of real estate consultancy by selling, Buying & Renting their properties either it’s a residential, commercial or medical properties.Our Vision is to become Egypt’s most trusting consulting agency for our client’s.Our Mission is to provide a unique & helpful experience in professional way to our client’s.Our Values as it’s a win win for both us & for our client’s, integrity, honesty & professionalism are things we can’t surrender."
1177,999,VarietyForRealEstateInvestment&ProjectsManagement,2.01061E+11,"Building number 10 Mosheer Ahmed Ismail St., White Plaza Tower, Sidi Gaber, Alexandria.4th floor - office 403",78.0,"عن الشركة:- شركة فاريتي للإستثمار العقاري وإدارة المشروعات؛ هي شركة مصرية تأسست فعليا في أكتوبر 2019، مستعينة بخبرة سنوات طويلة لمؤسسها وفريق العمل في مجال الإستثمار العقاري وإدارة المشروعات والتسويق العقاري- أكثر من ستة عشر عاما من الخبرة والعمل في مجال العقارات بمختلف أنواعها داخل مصر وخارجها ،،،وها نحن مع بدايتنا الجديدة نعدكم بمستوى رفيع ومتميز من العمل، يرفع ثقة عملاءنا إلى أقصى درجة ويلبي طموحات عملاءنا الكرام ،،هدفنا:- تهدف الشركة إلى تقديم مستوى متميز بفضل خبرتنا في المجال العقاري ومن خلال العمل على تقديم مشروعات ووحدات متميزة تلبي إحتياجات عملاءنا المختلفة، كذلك نعمل على تطوير العمل لدينا ليتماشى مع إحتياجات العميل المختلفة في السوق العقاري وما تتطلبه الوحدات بما فيها أعمال التشطيبات والديكورات، وتنفيذ التصميمات من خلال إستشاريين معتمدين وذوي باع طويل في الإنشاءات والتصميمات.- تلبية إحتياجات عملاءنا الكرام وتوفير أفضل عرض عقاري ممكن بما يضمن لهم أفضل إستثمار وأفضل وحدة عقارية مناسبة.- تغطية إحتياجات العملاء من طلب أو عرض عقاري، سواء سكني، تجاري أو مصيفي في مختلف الوحدات العقارية سواء شقق، دوبلكسات، فيلات، مكاتب، محلات، عقارات، أراضي ,,,,,,,, إلخ.رؤيتنا:- العقارات مجال هائل يشمل كل ما يحتاجه العميل بدءً من الوحدة العقارية وحتى تنفيذ وتجهيز وحدته العقارية أيا كان نوعها، ونحن نعمل على تلبية إحتياج العميل في مختلف الأوجه، ساعين إلى الوصول لتنفيذ مشروعاتنا الخاصة وأن تصبح الشركة من الشركات الرائدة في المجال العقاري بالإسكندرية وداخل جمهورية مصر العربية من حيث تقديم أفضل المشاريع العقارية بأفضل جودة ممكنة وبما يتوافق مع إحتياجات العملاء الكرام."
1184,1005,SADevelopments,2.01006E+11,المجاورة الثانية الحي الثامن السادس من اكتوبر,68.0,
1186,1007,ConceptHomes,2.01129E+11,Nasr City.,95.0,
1187,1008,ViewsforRealEstate,2.01159E+11,"Top90 Office no 231 ,second floor.",146.0,
1190,1011,SignforRealEstateco.,2.01155E+11,55 nile cornshi maadi,39.0,S
1217,1036,PrimeCommunity,2.01112E+11,"Al Gezira Tower 1 , CIB bank Building 4 floor , in front of sadat academy , Al Maadi ",351.0,
1219,1038,RE/MAXAlMohager,2.01222E+11,141  Elteseen Street New Cairo,443.0,"RE/MAX was founded in 1973, by Dave and Gail Liniger, as a realestate brokerage model created by Top Real Estate Agents forTop Real Estate Agents. The business model created by RE/MAXsince the beginning was based on the fact that a successfulagent is the most important cornerstone in a successful real estatebrokerage. As a result, RE/MAX has supported its agents with continuoustraining through its world leading RE/MAX University andcutting edge technology tools. RE/MAX’s success since its inceptionin 1973, has led to it becoming the world’s number one realestate company with over 100,000 agents, 6,500 offices in over 90countries worldwide.All RE/MAX countries are connectedtogether through one international real estate network“global.remax.com”, the world’s only real estate online portal."
1225,1043,TimeHouse,2.01033E+11,6 شارع مصطفي محمود متفرع من صبحي فهمي ارض الجولف ,40.0,
1226,1044,TargetGroup,2.01007E+11,"Villa 305, apartment 7 New Cairo, Narges 1",48.0,
1246,1063,Ventures,2.01123E+11,Building 47 - 90th Street - New Cairo,99.0,
1252,1069,GRRealEstate,2.01276E+11,Americana Plaza - Elshikhe Zayed - Giza ,183.0,
1254,1071,PrivilegeForRealEstate,2.01277E+11,1st of Makram Ebaid st. ,,
1256,Nasr City,180,,,,
